1.0000	3.1000
2.0000	5.1414
3.0000	7.1732
4.0000	9.2000
5.0000	11.2236
6.0000	13.2449
7.0000	15.2646
8.0000	17.2828
9.0000	19.3000
10.0000	21.3162
11.0000	23.3317
12.0000	25.3464
13.0000	27.3606
14.0000	29.3742
15.0000	31.3873
16.0000	33.4000
17.0000	35.4123
18.0000	37.4243
19.0000	39.4359
20.0000	41.4472
21.0000	43.4583
22.0000	45.4690
23.0000	47.4796
24.0000	49.4899
25.0000	51.5000
26.0000	53.5099
27.0000	55.5196
28.0000	57.5292
29.0000	59.5385
30.0000	61.5477
31.0000	63.5568
32.0000	65.5657
33.0000	67.5745
34.0000	69.5831
35.0000	71.5916
36.0000	73.6000
37.0000	75.6083
38.0000	77.6164
39.0000	79.6245
40.0000	81.6325
41.0000	83.6403
42.0000	85.6481
43.0000	87.6557
44.0000	89.6633
45.0000	91.6708
46.0000	93.6782
47.0000	95.6856
48.0000	97.6928
49.0000	99.7000
50.0000	101.7071
51.0000	103.7141
52.0000	105.7211
53.0000	107.7280
54.0000	109.7348
55.0000	111.7416
56.0000	113.7483
57.0000	115.7550
58.0000	117.7616
59.0000	119.7681
60.0000	121.7746
61.0000	123.7810
62.0000	125.7874
63.0000	127.7937
64.0000	129.8000
65.0000	131.8062
66.0000	133.8124
67.0000	135.8185
68.0000	137.8246
69.0000	139.8307
70.0000	141.8367
71.0000	143.8426
72.0000	145.8485
73.0000	147.8544
74.0000	149.8602
75.0000	151.8660
76.0000	153.8718
77.0000	155.8775
78.0000	157.8832
79.0000	159.8888
80.0000	161.8944
81.0000	163.9000
82.0000	165.9055
83.0000	167.9110
84.0000	169.9165
85.0000	171.9220
86.0000	173.9274
87.0000	175.9327
88.0000	177.9381
89.0000	179.9434
90.0000	181.9487
91.0000	183.9539
92.0000	185.9592
93.0000	187.9644
94.0000	189.9695
95.0000	191.9747
96.0000	193.9798
97.0000	195.9849
98.0000	197.9899
99.0000	199.9950
100.0000	202.0000
101.0000	204.0050
102.0000	206.0100
103.0000	208.0149
104.0000	210.0198
105.0000	212.0247
106.0000	214.0296
107.0000	216.0344
108.0000	218.0392
109.0000	220.0440
110.0000	222.0488
111.0000	224.0536
112.0000	226.0583
113.0000	228.0630
114.0000	230.0677
115.0000	232.0724
116.0000	234.0770
117.0000	236.0817
118.0000	238.0863
119.0000	240.0909
120.0000	242.0954
121.0000	244.1000
122.0000	246.1045
123.0000	248.1091
124.0000	250.1136
125.0000	252.1180
126.0000	254.1225
127.0000	256.1269
128.0000	258.1314
129.0000	260.1358
130.0000	262.1402
131.0000	264.1446
132.0000	266.1489
133.0000	268.1533
134.0000	270.1576
135.0000	272.1619
136.0000	274.1662
137.0000	276.1705
138.0000	278.1747
139.0000	280.1790
140.0000	282.1832
141.0000	284.1874
142.0000	286.1916
143.0000	288.1958
144.0000	290.2000
145.0000	292.2042
146.0000	294.2083
147.0000	296.2124
148.0000	298.2166
149.0000	300.2207
150.0000	302.2247
151.0000	304.2288
152.0000	306.2329
153.0000	308.2369
154.0000	310.2410
155.0000	312.2450
156.0000	314.2490
157.0000	316.2530
158.0000	318.2570
159.0000	320.2610
160.0000	322.2649
161.0000	324.2689
162.0000	326.2728
163.0000	328.2767
164.0000	330.2806
165.0000	332.2845
166.0000	334.2884
167.0000	336.2923
168.0000	338.2961
169.0000	340.3000
170.0000	342.3038
171.0000	344.3077
172.0000	346.3115
173.0000	348.3153
174.0000	350.3191
175.0000	352.3229
176.0000	354.3266
177.0000	356.3304
178.0000	358.3342
179.0000	360.3379
180.0000	362.3416
181.0000	364.3454
182.0000	366.3491
183.0000	368.3528
184.0000	370.3565
185.0000	372.3601
186.0000	374.3638
187.0000	376.3675
188.0000	378.3711
189.0000	380.3748
190.0000	382.3784
191.0000	384.3820
192.0000	386.3856
193.0000	388.3892
194.0000	390.3928
195.0000	392.3964
196.0000	394.4000
197.0000	396.4036
198.0000	398.4071
199.0000	400.4107
200.0000	402.4142
