1.0000	3.1000
2.0000	5.4000
3.0000	7.9000
4.0000	10.6000
5.0000	13.5000
6.0000	16.6000
7.0000	19.9000
8.0000	23.4000
9.0000	27.1000
10.0000	31.0000
11.0000	35.1000
12.0000	39.4000
13.0000	43.9000
14.0000	48.6000
15.0000	53.5000
16.0000	58.6000
17.0000	63.9000
18.0000	69.4000
19.0000	75.1000
20.0000	81.0000
21.0000	87.1000
22.0000	93.4000
23.0000	99.9000
24.0000	106.6000
25.0000	113.5000
26.0000	120.6000
27.0000	127.9000
28.0000	135.4000
29.0000	143.1000
30.0000	151.0000
31.0000	159.1000
32.0000	167.4000
33.0000	175.9000
34.0000	184.6000
35.0000	193.5000
36.0000	202.6000
37.0000	211.9000
38.0000	221.4000
39.0000	231.1000
40.0000	241.0000
41.0000	251.1000
42.0000	261.4000
43.0000	271.9000
44.0000	282.6000
45.0000	293.5000
46.0000	304.6000
47.0000	315.9000
48.0000	327.4000
49.0000	339.1000
50.0000	351.0000
51.0000	363.1000
52.0000	375.4000
53.0000	387.9000
54.0000	400.6000
55.0000	413.5000
56.0000	426.6000
57.0000	439.9000
58.0000	453.4000
59.0000	467.1000
60.0000	481.0000
61.0000	495.1000
62.0000	509.4000
63.0000	523.9000
64.0000	538.6000
65.0000	553.5000
66.0000	568.6000
67.0000	583.9000
68.0000	599.4000
69.0000	615.1000
70.0000	631.0000
71.0000	647.1000
72.0000	663.4000
73.0000	679.9000
74.0000	696.6000
75.0000	713.5000
76.0000	730.6000
77.0000	747.9000
78.0000	765.4000
79.0000	783.1000
80.0000	801.0000
81.0000	819.1000
82.0000	837.4000
83.0000	855.9000
84.0000	874.6000
85.0000	893.5000
86.0000	912.6000
87.0000	931.9000
88.0000	951.4000
89.0000	971.1000
90.0000	991.0000
91.0000	1011.1000
92.0000	1031.4000
93.0000	1051.9000
94.0000	1072.6000
95.0000	1093.5000
96.0000	1114.6000
97.0000	1135.9000
98.0000	1157.4000
99.0000	1179.1000
100.0000	1201.0000
101.0000	1223.1000
102.0000	1245.4000
103.0000	1267.9000
104.0000	1290.6000
105.0000	1313.5000
106.0000	1336.6000
107.0000	1359.9000
108.0000	1383.4000
109.0000	1407.1000
110.0000	1431.0000
111.0000	1455.1000
112.0000	1479.4000
113.0000	1503.9000
114.0000	1528.6000
115.0000	1553.5000
116.0000	1578.6000
117.0000	1603.9000
118.0000	1629.4000
119.0000	1655.1000
120.0000	1681.0000
121.0000	1707.1000
122.0000	1733.4000
123.0000	1759.9000
124.0000	1786.6000
125.0000	1813.5000
126.0000	1840.6000
127.0000	1867.9000
128.0000	1895.4000
129.0000	1923.1000
130.0000	1951.0000
131.0000	1979.1000
132.0000	2007.4000
133.0000	2035.9000
134.0000	2064.6000
135.0000	2093.5000
136.0000	2122.6000
137.0000	2151.9000
138.0000	2181.4000
139.0000	2211.1000
140.0000	2241.0000
141.0000	2271.1000
142.0000	2301.4000
143.0000	2331.9000
144.0000	2362.6000
145.0000	2393.5000
146.0000	2424.6000
147.0000	2455.9000
148.0000	2487.4000
149.0000	2519.1000
150.0000	2551.0000
151.0000	2583.1000
152.0000	2615.4000
153.0000	2647.9000
154.0000	2680.6000
155.0000	2713.5000
156.0000	2746.6000
157.0000	2779.9000
158.0000	2813.4000
159.0000	2847.1000
160.0000	2881.0000
161.0000	2915.1000
162.0000	2949.4000
163.0000	2983.9000
164.0000	3018.6000
165.0000	3053.5000
166.0000	3088.6000
167.0000	3123.9000
168.0000	3159.4000
169.0000	3195.1000
170.0000	3231.0000
171.0000	3267.1000
172.0000	3303.4000
173.0000	3339.9000
174.0000	3376.6000
175.0000	3413.5000
176.0000	3450.6000
177.0000	3487.9000
178.0000	3525.4000
179.0000	3563.1000
180.0000	3601.0000
181.0000	3639.1000
182.0000	3677.4000
183.0000	3715.9000
184.0000	3754.6000
185.0000	3793.5000
186.0000	3832.6000
187.0000	3871.9000
188.0000	3911.4000
189.0000	3951.1000
190.0000	3991.0000
191.0000	4031.1000
192.0000	4071.4000
193.0000	4111.9000
194.0000	4152.6000
195.0000	4193.5000
196.0000	4234.6000
197.0000	4275.9000
198.0000	4317.4000
199.0000	4359.1000
200.0000	4401.0000
